!	kɑŋ˥˥tn˥˩ kɑŋ˥˥
"apple"怎么说？	æpɪl˨ tsɑŋ˨˩˦mɤ˥˩ʂʰu˥˥
愣球	lɤŋ˧˥tɕʰjoʊ˨˩˦
愣神	lɤŋ˨˩ʈʂən˧˧
愤世嫉俗	fən˥˩ʂɚ˥˩
愤怒	fən˥˩nuːu˥˩
愤怒的小鸟	tɑʊ˥˩ʐu˥˩  ɕjɑʊ˨˩˦
愤怒的汗	fɪn ˈpɔːdʒa
愤恨	sɤŋ˥˩xən˥˥
愤愤不平	fɤŋ˥˥fu˥˩  pu˥˩pʰɪŋ˧˥
愤愤然	fən˥˥fən˥˩ʐan˧˧
愤慨	sɯən˥˥tsʰai˥˥
愤懑	fɯ˥˩ mən˥˩
愤然	fən˥˩ʐan˧˥
愤青	fɤŋ˥˥tɕʰɪŋ˥˥
愦愦	kʰeɪ˥˥ kʰeɪ˥˥
愧不敢当	kʰɤi˥˩mu˥˩tɑŋ˥˥
愧恨	kʰu˨˩˦i˨˩˦xen˥˩
愧疚	kʰe˥˥tɕjoʊ˨˩˦
愧疚感	kʰuaɪ˥˥ tɕjoʊ˨˩˦ kən˨˩˦
愧色	tsɤ˥˩
愫	su˥˩
愿	ɥœn
愿原力与你同在	ɥœn˨˩˦ɥœn˧˥ li˥˩y˨ni˨˩˦ tʰʊŋ˥˥tsaɪ˥˩
愿得一人心	tjɛn˨˩˦tɤ˧˥ i˧˥kɤ˧˥tɕʰjɛn˨˩˦
愿得一人心，白首不分离	xɤ˧˥ʐən˧˥tɤ˧˥i˨˩˦ʐən˧˥ɕjɛn˥˩ paɪ˥˩ʂoʊ˨˩˦ pu˥˩fən˧˥lɪ˥˩
愿意	ɥœn˥˩i˥˩
愿执箕帚	ɥœn˥˩ tʈʂɚ˧˥
愿景	ɥœn˥˩tɕĩŋ˨˩˦
愿望	jɔːnɔː
愿欲	jɛn˩˦
愿赌服输	ɥœn˥˩tu˨˩˦kuɔ˧˥fu˧˥ʂu˥˥
愿闻其详	ɥœn˥˩uən˧˥tɕʰi˧˥ɕjɑŋ˨˩˦
慆淫	tʰau˧˧ iŋ˨˦
慇懃	ĩ˥˥ tsʰin˨˩˦
慈	tsʰɯ˨˩˦
慈令藕色	tsʰɯ˨˩˦ ʂu˨˩˦ʰsɤ˥˩
慈力王佛	tsʰɯ˨˩˦li˥˩ pɑʊ˥˥uɔ˧˥
慈和	tsɯ˥˥
慈善	tsʰɯ˨˩˦ ʂɤŋ˥˩
慈善事业	tɕʰi˧˥ ʂɚ˥˩
慈善募捐	tsʰɯ˨˩˦ ʂan˥˩ mu˥˩tɕɥœn˥˥
慈善医院	tsʰɯ˨˩˦ʂan˥˩i˥˥ɥœn˥˩
慈善团体	ʂɤŋ˥˩ʂʰɤŋ˧˥tʰwan˧˥
慈善家	tsʰɯ˨˩˦ ʂɑŋ˥˩ tɕja˥˥
慈善机关	tsɤ˧˥ʂan˥˩ tɕi˥˥kwan˥˥
慈善机构	tsʰɯ˨˩˦ ʂan˥˩ tɕi˥˥
慈善组织	tsʰɯ˨˩˦ ʂan˥˩ʈʂɚ˥˥
慈姑	tsʰɯ˨˩˦ku˨˩˦tsɯ˧ku˥˥
慈庆宫	tsʰɯ˨˩˦ tɕʰɪŋ˥˥kʊŋ˥˥
慈念	fɕʰɯ˧˥
慈恩寺	tsʰɯ˨˩˦ en˥˥sɯ˥˩
慈悲	tsɯ˧
慈悲喜捨佛光照	tsʰɯ˨˩˦ peɪ˥˥ɕi˨˩˦ ʂɤ˨˩˦ fu˧˥kwɑŋ˥˥ ʈʂɑʊ˥˩
慈愛	tsʰɯ˨˩˦ aɪ˥
慈母	tsʰɯ˨˩˦mu˨˩˦
慈氏	tsʰɯ˨˩˦ ɕy˥˩
慈江道	tsʰɯ˨˩˦ ʈʂjɑŋ˥˥tɑʊ˥˩
慈爱	tsʰɯ˨˩˦ aɪ˥
慈父	tsʰɯ˨˩˦fu˥˩
慈眉善目	tsʰɯ˨˩˦ meɪ˧˥ʂan˥˩mu˥˩
慈石	tsʰɯ˧˥ʂɚ˧˥
慈祐里	tsʰɯ˨˩˦ljɛ˨˩˦li˨˩˦i˨˩˦
慈祥	tsʰɯ˨˩˦ɕjɑŋ˨˩˦
慈祥的面容	tsʰɯ˨˩˦ ɕjɑŋ˨˩˦  ʐʊŋ˧˥
慈禧	tsoʊ˨˩˦
慈禧太后	t taɪ˥˩xoʊ˥˩
慈禧太后给王致和臭豆腐赐名“青方”。	tsʰɯ˨˩˦ tɕi˨˩˦tʰaɪ˥˩xoʊ˥˩ geɪ˥˩ wɑŋ˧˥ʈʂɚ˥˩xɤ˧˥ʈʂʰoʊ˥˩ tfɯ˧˥ʈʂmɪŋ˧˥tɕʰɪŋ˥˥fɑŋ˥˥
慈藏佛	tsʰɯ˨˩˦ʈʂan˥˩fuɔ˧˥
慊	tɕʰjɛ˥˩ tɕjɛn˥˩
態	trɛ
態度	tʰa˥˥i˨˩˦tu˥˩
慌	xwɑŋ˥˥
慌不择路	xwɑŋ˥˥pu˥˩u˥˩ʰlu˥˩
慌乱	xwɑŋ˥˥luan˥˩
慌亂	xwɑŋ˥˥luan˥˩
慌了手脚	xwɑŋ˥˥lʂoʊ˧˥tɕjɑʊ˨˩˦
慌作一团	kwɑŋ˥˥sit˦i˥˩tʰwan˧˥
慌促	fɑŋ˥˥tsʰu˥˥
慌做一团	xwɑŋ˥˥tsuɔ˥˩i˥˩ tʰwan˧˥
慌张	xwɑŋ˥˥ʈʂaŋ˥˥
慌張魯莽的行為	xwɑŋ˥˥ ʈʂa˥˥lu˧˥mɑŋ˥˩
慌忙	xwɑŋ˥˥mɑŋ˧˥
慌慌张张	hɔːŋ˥hɔːŋ˥
慌慌張張	xwɑŋ˥˥ xwɑŋ˨˩˦ ʈʂaŋ˥˥ʈʂaŋ˥˥
慌神	xwɑŋ˥˥ ʂən˧˥
慍	yn
慍怒	ynʲnu˥˩
慎	ʂɤŋ
慎夫人	ʂɤŋ˥˩fu˧˥ʐən˧˥
慎密	ʃɛn˨˩˦mi˥˩
慎得慌	ʂɤŋ˥˩hou˨˩˦
慎终追远	ɑʊ˥˥ʈʂʰʊŋ˥˥ʈʂweɪ˥˥ɥœn˧˥
慎行	ʂən˥˩tɕɪŋ˥˥
慎言	ʂɤŋ˥˩tjɛn˥˥
慎重	ʂɤŋ˥˩ʈʂʊŋ˥˩
慎重其事	ʂɤŋ˥˩ʈʂʊŋ˥˩tɕʰi˧˥
慎重考虑	ʂɤŋ˥˩ʈʂʊŋ˥˩kɑʊ˨˩˦ly˥˩
慑服	ʂɤ˥˩fu˧˥
慕	muː
慕名	mu˥˩mɪŋ˧˥
慕名而來	mu˥˩mɪŋ˧˥ʂ laɪ˧˥
慕容	mu˥˩ʐəŋ˧˥
慕容复	pu˥˩ʐʊŋ˧˥
慕尼黑	pu˥˩ni˧˥xɛ˨˩˦
慕田峪	mu˥˩tʰjɛn˧˥y˥˩
慕田峪長城	mu˥˩tʰjɛn˧˥y˨ʈʂʰɑŋ˧˥ʈʂʰɤŋ˧˥
慕課	mu˥˩
慕课	mu˥˩kʰɤ˥˩
慘	tsan˨˩˦
慘不忍暗	tsʰaʐən˨˩˦pu˥˩ʐən˧˥an˥˩
慘不忍睹	tsʰan˨˩˦ pu˥˩ʐən˧˥ tu˧˥
慘了	tsʰan˨˩
慘劇	tsan˨˩˦tɕy˥˩
慘叫	tsiaʊ˨˩
慘敗	tsʰan˨˩ paɪ˥˩
慘案	tsʰan˨˩an˥˩
慘死	tsʰan˨˩˦ sɯ˨˩˦
慘況	tsʰan˨˩kʰw˥˥
慘淡	tsǎn˨˩tan˥˩
慘淡經營	tsʰan˨˩˦ tan˥˩ tɕɪŋ˥˥ɕy˧˥
慘烈	tsʰan˨˩˦
慘無人道	tsʰan˨˩˦u˧˥ʐən˧˥tɑʊ˥˩
慘然	tsʰan˨˩˦ʐan˧˥
慘狀	tsʰan˨˩˦ʈʂwɑŋ˥˩
慘白	kʰan˨˩paj˨˩
慘笑	tsiaʊ˨˩
慘重	tsan˨˩˦tsʊŋ˥˥
慙恚	tsʰan˥˥xweɪ˥˩
慚愧	tsʰan˥˩kʰu˨˩˦
慞惶	ʈʂan˥˥xwɑŋ˧˥
慠	pɔ˥˥
慢	man
慢一点	mən˥˩i˥˩tjɑŋ˥˩
慢一点儿, 你走得太快了	man˥˩i˥˩tjɛn˨˩˦ ni˨˩˦tsəʊ˨˩˦tɤ˧˥tʰaɪ˥˩kuaɪ˥˥ la˥
慢下来	man˥˩ɕjɑʊ˨˩˦ laɪ˧˥
慢吞吞	mãn˧˧tʰuən˧˧tʰuən˧˧
慢工出細活	man˥˩kʊŋ˥˥ʈʂʰu˥˥i˥˩xuɔ˧˥
慢工出细活	man˥˩kʊ˥˥ʈʂʰu˥˥ɕi˥˩xuɔ˧˥
慢待	mǎn˥˥tai˥˧
慢性	man˨˩˦sɪŋ˥˧
慢性中毒	man˥˩ɕɪŋ˥˥ʈʂʊŋ˥˩ tʰu˧˥
慢性子	man˥˩ɕɪŋ˥˥tsɯ˧
慢性疲劳	man˥˩sɪŋ˥˩pi˨˩˦ lau˥˥
慢性疾病	man˥˩ɕiŋ˥˩ tɕi˧˥
慢性病	man˨˩˦sɪŋ˥˩pɪŋ˨˩˦
慢性肺部疾病	man˥˩ɕɪŋ˥˩ feɪ˥˩ pu˥˩ tɕi˧˥pɪŋ˥˥
慢悠悠	lɑŋ˧˥joʊ˧˥joʊ˧˥
慢悠悠地	ma jojoðo
慢慢	am
慢慢來	man˥˩ laːi˧˥
慢慢加入	man˥˥man˥˥
慢慢吃	man˥˩man˥˩
慢慢吞吞	manman˥˩n˥˥tʰuən˥˥tʰuən˥˥
慢慢回味	man˥˥mãn˥˥
慢慢地	manmand
慢慢地走	man˥˩man˥˩  ʈʂoʊ˨˩˦
慢慢来	man˥˩lai˧˥
慢慢来开	man˥˩la˥˩j˧˥kʰa˥˥
慢慢的	mǎn˥˥mǎn˥˥
慢慢积累	mãn˥˥mãn˥˥ʈʂi˥˥lɤ˧˥
慢慢腾腾	man˥˩mən˧˥tʰɤŋ˥˥tʰɤŋ˥˥
慢慢长夜	man˥˩man˥˩ e˥˩man˥˩man˥˩e˥˩
慢条斯理	mɑn˥˩tɕjoʊ˧˥ sɯ˥˥li˨˩˦
慢條斯理	man˥˩tʰjɑʊ˧˥ sɯ˥˥ li˨˩˦
慢点	mãn˨˩tie˨˩˦
慢点儿	man˥˩jɑŋ˥˩
慢点儿走	mən˧˥tjɛ˥˥tsou˨˩˦
慢熟	man˥˩ʂu˨˩˦
慢熱	man˥˩ʐɤ˥˩
慢生活	man˥˩ ʂɤŋ˥˥xuɔ˧˥
慢用	maːn˩˩˦lŋ˨˩
慢粒白血病	man˥˩ li˥˩ paɪ˧˥ɕjɛ˨˩˦pĩŋ˥˩
慢腾腾	mantʰɤŋ˧˥
慢腾腾地	man˥˩tʰɤŋ˧˥tʰɤŋ˧˥  man˥˩tʰɤŋ˧˥tʰɤŋ˧˥
慢走	man˥˩tsou˨˩˦
慢跑	n˥˥pʰa˥˥
慢車道	man˥˩ ʈʂʰɤ˥˥ tɑʊ˥˩
慢车	man˨˩˦ʈʂʰɤ˥˥
慢速	man˨˩sʰu˥˩
慢郎中	ma˥˩lɑŋ˧˥ ʈʂ
慣	kwan
慣例	kwan˨˩li˥˩
慣性	kwan˥˥sin˥˥
慣犯	kwan˨˩fan˨˩
慣竊	tsʰiaʔ˨
慣量	kuan˥˧liã˨˦
慧	xu˥˩
慧力過定，溺於己見	xueɪ˥˥kuɔ˥˩ tiŋ˥˩ ni˨˩˦y˧˥ʈʂtɕjɛn˥˩
慧威灯王佛	tsʰw˧˥ wɑŋ˥˥ fu˧˥
慧差	xweɪ˥˩
慧幢胜王佛	xweɪ˥˩ʈʂwɑŋ˥˩ ʂɤŋ˥˩wɑŋ˧˥ fuɔ˧˥
慧心	xuɕɪŋ˥˥
慧性	xu˥˩i˥˩ ɕɪŋ˥˥
慧炬照佛	xweɪ˥˩ tɕy˥˩ tʈʂɑʊ˥˩fu˧˥
慧琳	xuɔ˥˩lɪn˧˥
慧眼	xweɪ˥˩ jɛn˨˩˦
慧眼识才	xweɪ˥˩ jɛn˨˩˦ ʂɚ˧˥tsʰaɪ˥˥
慧立	xu˥˩li˥˩
慧觀	kwan˥˥
慧远	xuɔ˥˩
慧遠	xuɔ˥˩ɥœn˧˥
慧靜	xuɔ˥˥tɕiŋ˥˥
慧黠	xweɪ˥˩ɕja˧˥
慨叹	kʰaɪ˨˩˦tʰan˥˩
慨然	tɕʰi˥˩ tɑʊ˥˩
慪	oʊ˥˩
慫恿	sʊŋ˨˩˦jʊŋ˨˩˦
慭慭	ɪŋ˥˥ɪŋ˥˥
慮嘆	ly˥˩
慰劳	lɑʊ˨˩˦
慰劳品	tsiː˨
慰勞	weɪ˨˩˦lɑʊ˧˥
慰唁	weɪ˥˩jɛn˥˩
慰問	weɪ˥˩
慰安妇	beːeː˧anfuː
慰安婦	weɪ˥˩an˥˥fu˥˩
慰安所	tsweɪ˥˩ an˥˥tsʰu˥˥
慰怀	weɪ˥˩ xu˧˥aɻ˥˩
慰籍	weɪ˥˩ tɕjɛ˥˥
慰藉	weɪ˥˩tɕjɛ˥˥
慰藉 慰藉 wèijiè [solaceful] 安慰;抚慰 报以殊礼,言称字,用敌国之仪,所以慰藉之良厚。--《后汉书·隗嚣传》 闭目养神,聊以慰藉	weɪ˥˩ tɕjɛ˥˥
慰问	bəjɨmɨn
慰问信	uən˥˩ ɕɪŋ˥˥
慵懒	pioŋ˨˩ lan˨˦
慶尚北道	tɕʰɪŋ˥˥ʂpe˨˩˦tɑʊ˥˩
慶尚南道	tɕʰɪŋ˥˩ʂn˥˥tɑʊ˥˩
慶幸	tɕʰiŋ˥˥sɪŋ˥˥
慶曆新政	tɕʰɪŋ˥˥li˥˩ ɕɪŋ˥˥
慶生	tɕʰiŋ˨˩sẽŋ˥˥
慶祝	tɕɪŋ˥˩ʈʂu˥˩
慶記	tɕi˥˩
慶賀	tsʰɪŋ˥˩xɤ˥˩
慷	kʰɑŋ˥˥
慷慨	kʰa˥˥ kʰa˥˥
慷慨激昂	tʰoŋ˥˥kʰa˥˥e˨˦ tɕi˥˥
慷慨的回答	kʰɑŋ˥˥kʰaɪ˨˩˦   ta˧˥
慷慨的援助	kʰɑŋ˥˥ ɥœn˧˥ ʈʂu˥˩
慷慨解囊	kʰ tʰaɪ˧˥ʰ nɤŋ˧˥
慷慨陈词	kʰɑŋ˥˥kʰaɪ˨˩˦ ʈʂʰɤ˧˥tsʰɯ˧˥
慹	ʈʂɚ˧˥ʈʂɤ˨˩˦
慾火	y˥˩xuɔ˧˥
憂	joʊ˥˥
憂心	joʊ˥˥ɕɪŋ˥˥
憂心忡忡	joʊ˥˥ɕɪn˥˥ʈʂʊŋ˧˥ʈʂʰɤŋ˧˥
憂思	joʊ˥˧ sɯ˥˧
憂患意識	joʊ˥˥xwan˥˩i˥˩ʂɚ˥˩
憂愁	joʊ˥˥ʈʂʰɑʊ˧˥
憂桑	a˥˥sɐŋ˥˥
憂虞	joʊ˥˥y˧˥
憂鬱	jˈoːŋˌyː
憂鬱症	joʊ˥˥y˥˩ ʈʂɤŋ˥˩
憋	pjɛ
憋不住	pjɛ˥˩ pu˥˩
憋住气	pɪɛ˥˥tsuɔ˥˩tɕʰi˥˩
憋坏	pia˥˥xua˥˩
憋屈	pjɛ˥˥tɕʰy˥˥
憋死	pjɛ˥˥ sɯ˨˩˦
憋气	pia˥˥ tɕʰi˥˧
憋笑	pjɛ˨˩˦ɕjɑʊ˥˩
憋足	pɪ˥˥e˥˥tsu˧˧
憋镜头	piaʔ˦tɕĩŋ˨˩tʰɤ˧˥
憋闷	pian˥˥mən˥˩
憎恨	tsɤŋ˥˥hŋ˨˩˦
憎恶	tsuɔ˥˩ŋ˥˥u˥˩
憎惡	tsɤŋ˥˥u˥˩
憐恤	ljɛn˧˥ɕy˥˩
憐惜	lɪən˧˥ɕi˥˥
憐憫	ljɛn˧˥mɪŋ˧˥
憑	pʰɪŋ˧˥
憑什麽	pɪŋ˧˥ ʂən˧˥ma˥˩
憑倚	pʰɪŋ˧˥ i˨˩˦
憑弔	pʰiŋ˨˩ tjɑʊ˥˩
憑據	pʰiŋ˥˥tɕy˥˩
憑軾結轍	pʰɪŋ˧˥ʂɚ˥˩tɕjɛ˧˥ ʈʂɤ˨˩˦
憔悴	tɕʰjɑʊ˧˥tsʰweɪ˥˩
憙	ɕi˥˩ i˧˥
憚煩	tan˨˦fan˨˩˦
憤怒	fan˨˩˦nu˥˩
憤怒青年	fən˥˩nu˥˩ jɛn˧˥
憤恨	fɤŋ˥˥hɤŋ˥˥
憤憤不平	fən˥˥fən˥˩ pu˥˩
憤然	fən˥˩ʐan˧˥
憤而將丈夫的手撥開	fɤŋ˥˩aɻ˧˥tɕjɑŋ˥˥ʈʂʈʂan˥˩fu˥˥ ʂoʊ˨˩˦pɔ˥kʰaɪ˥˥
憤青	fɤn˥˥tsiŋ˥˥
憧憬	ʈʂʰʊŋ˥˥tɕɪŋ˨˩˦
憨	hæn
憨包	hian˨˩pɔ˥˥
憨厚	xɑn˥˥xoʊ˥˩
憨直	xan˥˥ʈʂɚ˨˩˦
憨腚	han˨˦ tiw˨˦
憨豆先生	kʰan˥˥tʊ˥˩ɕjɛn˥˥ʂɤŋ˨˩˦
憩息	tɕʰi˥˥
憬然	tɕɪŋ˥˩ʐan˧˥
憲法	ɕjɛn˥˩fa˨˩˦
憲章	jɛn˨˩˦ʈʂɑŋ˥˥
憶昔	i˥˩ɕi˥˥
憾	xan
憾恨	xən˨˩xən˨˩
懂	tɔ̃
懂中文	tʊŋ˨˩˦tsʊŋ˥˥
懂了	tʰʊŋ˨˩˦la˥
懂了吗？	tʊŋ˨˩˦la˥˥ma˥˥
懂事	tʊŋ˨˩˦ʂɚ˥˩
懂吗	tɔma
懂帝	tʰoŋ˨˩ti˥˩
懂得	tɔ̙nˈdˈa
懂得最多的人, 說得最少	tʊŋ˨˩˦ttsweɪ˥˩ ʈʂu˥˥ ʐən˧˥ʂɕɥ˥ttsweɪ˥˩ʂɑʊ˨˩˦
懂王	tŋ˨˩wɑŋ˧˥
懂礼貌	tʊŋ˨˩ i˨˩˦mɑʊ˥˩
懂行	tʊŋ˨˩˦xɑŋ˧˥
懂规矩	tʊŋ˨˩˦kweɪ˥˥ tɕy˨˩˦
懇切	kʰɤŋ˨˩˦tɕʰjɛ˥˥
懇求	kən˨˩˦tɕʰjoʊ˨˩˦
懈	ʃe
懈怠	ɕjɛ˥˩ taɪ˥˩
懈气	ɕe˥˩tɕʰi˨˩˦
應	ɪŋ˥˥ɪŋ˥˥
應付	imfu
應供	joŋ˨˩˦kʰũŋ˥˥
應允	i˥˥ɕɥ˥ɥœn˧˥
應和	ɪŋ˥˥ɕɥœ˥˩
應天	ĩŋ˨˦tʰiã˥˥
應天府	ɪŋ˥˩tʰjɛn˥˥
應對	nʲɛ̀ːŋ˨˩tʊj˨˩˦
應徵	jɤŋ˨˩˦ʈʂɤŋ˥˥
應急	iŋ˨˦ tɕi˧˧
應接	ɪŋ˥˥tɕjɛ˥˥
應接不暇	tɕjɛ˥˥ pu˥˩ɕja˧˧
應援	ɥœn˧˥ɥœn˧˥
應有	jɛn˥˥
應有盡有	jɐn˥˥ tɕɪŋ˥˥
應激	ɪŋ˥˥tɕi˥˥
應用	iŋ˨˩˦
應用語言學	jʌŋ˥˩ y˨˩˦ jɛn˧˥ɕɥœ˧˥
應用軟件	jɤŋ˥˩ ʐuan˨˩˦
應用領域	ɪŋ˥˩jʊŋ˥˩ lɪŋ˧˥y˥˩
應節	iŋ˨˦tɕie˥˧
應聘	ioŋ˨˦ pi˨˦n˥˧
應聲	ɪŋ˥˥ʂɤŋ˥˥ɪŋ˥˩ʂɤŋ˥˥
應聲蟲	ɪŋ˥˩ ʂɤŋ˥˥ʈʂʰɑŋ˧˥
應該	nɪŋ˥˥kɐi˥˥
應該的	niː˧˥uː˧˥kɑːiː˥˧tsɯː
應諾	jɛŋ˨˩˦nʊa˥˧
應邀	ɪŋ˥˥jɑʊ˥˥
應驗	ɪŋ˥˥jɛn˥˩
懊	aʊ˥˩
懊丧	aɻ˥˩sœ˥˩ŋ˨˩
懊恼	alno
懊悔	aɦwe
懊悔不已	ɑʊ˥˩xweɪ˨˩˦ pu˥˩i˨˩˦
懊悔无及	ɑʊ˥˩xweɪ˨˩˦ u˧˥tɕi˧˥
懊悔终生	ɑʊ˥˩xweɪ˨˩˦ ʈʂʊŋ˥˥ʂɤŋ˥˥
懊惱	o nao
懊憹	aʊ˥˩nɑʊ˨˩˦
懋	mɔː
懐寧街	xua˥˥j˧˥y˥˩nɕjɛ˥˥
懐疑主義	xwan˨˩˦y˨˩˦ ʈi˥˩
懒	lən˧˥
懒人	lən˧˥
懒人屎尿多	lɑn˨˩˦ ʐən˧˥ʂɚ˨˩˦˥ljoʊ˥˩ tɔ˥˥
懒人热干面	lɑn˨˩˦tɕjɛn˥˩ʐɤ˥˩ kan˥˥mjɛn˥˩
懒办法	lan˨˩˦pan˥˩fa˨˩˦
懒得	lǎn˨˩tɤ˧˥
懒怠	lɑŋ˨˩˦ taɪ˥˩
懒惰	lan˨˩˦ tuɔ˥˩
懒扎衣	lǎn˨˩ ʈʂa˥˥i˥˥
懒散	lan˨˩˦san˩˦
懒汉	lǎn˧˥
懒洋洋	lˈaɪjɑŋjɑŋ
懒猴	laŋ˨˩˦hou˨˩˦
懒腰	lan˨˩˦jɑʊ˥˥
懒虫	lan˨˩˦ʈʂʰʊŋ˧˥
懒觉	sjɛ˥˩
懒驴上磨屎尿多	lan˨˩˦ly˧˥ʂan˥˩mɔ˥˩ ʂɚ˨˩˦  tɔ˥˥
懒骨头	lɑŋ˨˩˦ kʰu˥˥tʰoʊ˥˩
懒鬼	lãn̪kue
懓	aɪ
懝	i˥˩
懟	twˈeɪ
懦	nˈuɾ
懦夫	nˈʊf
懦弱	nuɔ˥˩ruɔ˥˩
懦弱膽怯	nuɔ˥˩ tan˨˩˦tɕʰɥœ˥˥
懲罰	ʈʂʰɤŋ˧˥fa˧˥
懲罰性	ʈʂʰɤŋ˧˥fa˨˩˦ɕɪŋ˥˩
懵	mɤŋ˧˥mɤŋ˧˥
懵住	mɑŋ˥˥ʈʂu˥˩
懵圈	mu˥˩tɕʰjɛn˧˥
懵屄	mɔːŋ˧˧pi˥˧
懵懂	mɤŋ˧˧ tʰɔŋ˨˩˦
懵懵懂懂	mŋ˨˩ʰtʰũŋ˨˩ʰtʰŋ˨˩
懵然	mɤŋ˧˥ʐan˧˥
懵逼	sõŋ˨˩ bi˧˧
懶	lən˨˩
懶人包	ɥœn˧˥pɑʊ˥˥
懶得	lan˨˩˦tɤ˥˩
懶惰	lan˨˩˦tuɔ˥˩
懶散	lən˥˥san˩˩˦
懶洋洋	lɑn˧˥ɕjɑŋ˧˥jɑŋ˧˥
懶癌	lài̯˨˦ aːi˥˧
懶覺	lian˨˦tɕjɛ˥˧
懶驢上磨屎尿多	an˨˩˦ly˧˥ʂɑŋ˥˩ mɔ˥˩ ʂɚ˨˩˦jɑʊ˥˩ t
懶鬼	lãn˨˦ku˨˦ɛ˦
懷	xu˨˩a˥˧
懷孕	xu˨˩˦aɪ˥˥y˥˩m
懷念	xuaɪ˧˥ljɛn˥˥
懷恨	xua˧˥
懷恨在心	uaɪ˧˥ɦtsaɪ˥˩ɕɪŋ˥˥
懷才不遇	xuãn˧˥tsʰaɪ˧˥pu˧˥y˥˩
懷抱	gua˥˥tɕʰi˨˩˦pɔ˥˥
懷有	xua˨˩˦joʊ˨˩˦
懷疑	tʰuən˧˥i˨˩˦
懷舊	xuaɪ˧˥tɕjoʊ˨˩˦
懷裡	xuai˨˩˦ li˨˩˦
懷集	xuaɪ˧˥ tʰi˧˥
懸吊	ɕtjɑʊ˥˩
懸吊系統	tɕj˥˥tj˥˩ʰtʰoʊ˧˥
懸崖	tɕjɛn˨˩˦
懸崖勒馬	ɕɥœn˧˥ɑ˨
懸梁刺股	ɕɥœn˧˥ljɑŋ˨˩˦ʂɤŋ˥˩tsʰɯ˥˩ku˨˩˦
懸棺	kwan˥˥
懸殊	tʂu˥˥
懸泉置	tɕʰɥœn˧˥tɕʰjʐ˨˩˦
懸泉置遺址	tɕʰɥœn˧˥tɕʰjʈʂɚ˥˩i˨˩˦ʈʂɚ˨˩˦
懸浮	tɕʰyn˧˥
懸疑	tɕʰjɛn˧˥i˨˩˦
懺悔	tsan˥˧hʷe˥˧
懼怕	tɕy˥˩pʰa˥˥
懿	iː
懿旨	i˥˩
戀人	ljɛ˥˩ ʐən˧˥
戀情	lɤŋ˧˥tɕʰɪŋ˧˥
戀愛	ljɛn˨˩ɛː
戀愛遊戲	lɪn˥˥aɪ˥˩ joʊ˧˥ɕi˥˩
戀慕	mjɛn˨˩˦mu˥˩
戀慕者	ljɛn˥˩mu˥˩
戈	dˈoːtˈɛ
戈壁	kɤ˥˥ pi˨˩˦
戈壁沙漠	kɤ˥˥ pi˥˩ ʂa˥˥mɔ˥˩
戈壁滩	kɤ˥˥pi˥˩
戈字旁	koʊ˥˥tsɯ˥˩pɥœ˥˥
戈尔	kɤ˥˥
戈尔巴乔夫	kɤ˥˥ɚ˨˩˦pa˥˥kɤ˥˥ tɕʰjɑʊ˧˥fu˥˥
戈麦	kɤ˧˥ maj˧˧
戉	lɤ
戊	bu
戊戌	mu˥˩
戊戌变法	pu˥˩ɕy˥˥ tpjɛn˥˩fa˨˩˦
戊戌變法	u˨ ɕy˥˥ tfɑ˨˩˦
戋	dʑian˥˥
戋帛	tɕjɛn˥˥pɔ˧˥
戌	ɕi˥˥
戌狗	ɕy˥˥kɔ˨
戍主	seo seo
戍卒	ʂu˥˩tsu˧˥
戍守	ʂu˨˩˦ʂɤ˨˩˦
戍戊	u˥˩ɕy˥˥
戍边	ʂu˥˩pjɛn˥˥
戎	ʐʊŋ˧˥
戎克船	ʐʊŋ˨˩˦kʰɤ˥˩ ʈʂʰwan˧˥
戎昱	rʊŋ˨˩i˥
戎葵	rʊŋkʰu˨˩˦
戎装	ʐʊŋ˧˥ʈʂwɑŋ˥˥
戎馬	rʊ̃˨ma˨˩˦
戎马	rʊŋmaː
戎马一生	ʐʊŋ˧˥maː˩˨ i˥˩ʂɤŋ˥˥
戎马倥偬	lʊŋ˧˥ma˨˩˦kʰʊ˨˩˦
戏	si˥˩
戏份	tɕʰi˥˩
戏仿	tɕʰi˥˧
戏剧	si˥˩ tɕy˥˩
戏剧化	ɕi˥˩ tɕy˥˩xwa˥˩
戏剧天分	ɕi˥˩tɕy˥˩ tʰjɛn˥˥fən˥˩
戏剧性	tɕy˥˩
戏剧感	tɕʰi˥˨ kan˨˩˦
戏剧流派	si˥˩ tɕy˥˩ljoʊ˧˥pʰan˥˩
戏台	si˥˧tʰai˨˦
戏弄	sinon
戏彩娱亲	tɕʰi˥˩tsʰaɪ˨˩˦ y˧˥
戏文	tɕi˥˩
戏曲	tɕʰy˨˩˦
戏服	t̚˥˥
戏果（北京方言）	ɕi˥˩
戏水	ɕi˥˩ʂweɪ˧˥
戏法	ɕi˥˩ fa˨˩˦
戏法儿	ɕi˥˩
戏班	tɕjɛ˥˥
戏码	ɕi˥˩ ma˨˩˦
戏票	tɕʰi˥˧pʰjɑʊ˥˩
戏称	ɕi˥˩
戏精	ɕi˥˧ tɕɪŋ˥˥
戏耍	ɕi˥˩ʂwa˧˥
戏装	si˥˩
戏言	ɕi˥˩
