!אמרתי לך	ʔɑmɑː tilaħ
!ברכותינו	ilkoteˈnu
!גָּדוֹל	gadoʎ
!הַפְסֵק להיות ארגנטינאי	aːfsɾk lɛjhiːt ɑlgɛntinaj
!הדרך	atðʁɛjx
!הפעל	af˨eːl
!יש חדשות באתר	neʃt xaˈdæʃ ʃæt baʔtɑːm
!כי בא אורך, קומי אורי	kwaː ɔʁiʁ kɔm on
!תּוֹדָה	tata
זהבביהמש	ʒˈəbʁəiʃ
זהבה	sahabah
זהבה גל	ðe hava gˈɑl
זהבהב	tʃihava
זהבשידור	dʒibrɛ
זהה	zəhe
זההכי	dʒˈɛbɹoʃˈɛʁ
זההמשימה	dʒibris
זהו	zˈɛʁu
זהו זה	zɛuzɛ
זהו שאמר	zɛwʃaː mɑŋɑ
זהו שאמר הכתוב	ðeo ʃe hamaɾa katuv
זהואתה	dʒˈɯbɹɪʃ
זהוב	zæhʊ
זהובה	zˈɛhoˈvˈa
זהוהסתדר	dʒɪbrʲiʃ
זהורית	zˈɛhˈoriːt
זהות	zɦuːt
זהות בדויה	ðɛ ɦut bɛdu ja
זהות מינית	zɐɣut miːnit
זהות שאולה	zɛɣut ʃɛˈulɑ
זהותו	zɛxutɔ
זהים	zˈe�ˈim
זהיר	zˈahɪl
זהירות	zˈɛjɜzˈɛ
זהירות מהדלת!	zˈɾut mɑ dˈʔeːlet
זהירות, לא לרוץ!	seˈɛɲe ˈyːt lɔ lɔgˈus
זהירים	zˈɛhˈiʁˈim
זהכדמי	dʒibrɪs
זהלהיות	zˈɛlɪɣjˈuʒt
זהם	sahem
זהמה	zeħama
זהמהיום	dʒəbrˈiʃ
זהמו	zɛamˈo
זהמנו	eshamnu
זהמת	zˈɪhˈamtˈɑ
זהמתי	sejamte
זהמתם	estashemtɨm
זהמתן	ðiamtɪn
זהנכון	ðænˈxɔrɑːn
זהעבדת	dʒibɾɨʃ
זהקג	dʒˈɛbɹidʒ
זהר	zɑhɑl
זהרה	zahɣa
זהרו	zæɢo
זהרוני	zɑhɣəni
זהרור	zʌvˈuɣ
זהרורים	jˈæɢuːqim
זהרנו	zˈɑhˈæn
זהרת	zɑhˈartɑ
זהרתי	zɑhɑrɑti
זהרתם	zɦaɫtɛm
זהרתן	zˈɑhˈrɛtɛn
זהתעזור	dʒˈˈbɾɪʃ
זו	zo
זו בזו	sˈɛsts lblɛsˈoʁˈ
זו כרית לא נקיה	zuː kaːɾit lɔ nekiːjɒ
זו לא הייתה שאלה	zˈo lˈo ˈɑjitɑ ʃɛˈe la
זו עם זה	zo intse
זו ציפית לכרית לא נקיה	zu tsipit lekaʁit ʔeːn nekia
זו שמיכה לא נקיה	zu sˈmiχˈa lˈo nekˈij
זוֹאוֹלוֹגְיָה	zɔɔlɔgja
זוֹבְדִים	zoɾdiːm
זוֹהִי	zohj
זוֹהַר	zɔɦɑvɑ
זוֹחֲלִים	zˈoˈælˈɛm
זוֹכֵר לִזְכּוֹר	soxʁeɾ lizaikɔʁ
זוֹכֶר וְלֹא שׁוֹכֵחַ	zˈuxʁʁ vˈə- lˈo ʃˈiχʁ
זוֹל	zˌɔl
זוֹל זוֹלָה	zˈɔl zˈɔlˈ
זוֹלָה	zolˈa
זוֹעֵק	soɛk
זוֹעֶפֶת	zoːɛfɛtː
זוֹקֵק	sokɛk
זוֹקֶפֶת	sukrɛfˈit
זוֹרֵם	zugɛm
זוֹרֵק	zˈɔ̃k
זוּ	zˈu
זוּג זוּגוֹת	zug zugɔtʃ
זוּגָן	zugan
זוּטָא	zuta
זוּטָרִית	zutraʁit
זוּר	zˈuʁo
זובח	sovˈɛʁ
זובחות	zˈoːxut
זובחים	sufxim
זובחת	zwˈaxət
זובי	zubi
זוג	zug
זוג או פרט	zˈug ɔpɛrɪt
זוג יונים	zuglʲo nɛ
זוג כרטיסים	zug kaltisim
זוג נעלים	zugna alajn
זוגות	sˈoːgˈɔt
זוגי	suge
זוגיות	soʁjˈut
זוגיים	zugɛniv
זוגית	zugˈiːt
זוגתודה	dʒibɾis
זודיאק	sɯdia
זוהה	zˈɒˈɾ
זוהי	zˈoːhˈi
זוהר	zˈoːxɒ
זוהר הקודש	zoː haɾakɒdɒʃ
זוהרות	zˈaʁuːt
זוהרים	zˈɑhliːm
זוהרת	zɑhɢet
זוויג	zvˈig
זווית	zˈɑvit
זווית חדה	tˈe ʋiːtˈa
זווית ישרה	zviːt je ʃæˈrɑ
זווית קהה	zɑvɪtkɛːɦa
זווית ראיה	zavidɾijɛ
זוויתי	zɑfiti
זוויתיות	zɑfitijɔt
זוויתיים	zɑvitˈin
זוויתית	zɑfitiɛt
זוויתן	zavitan
זוז הצִידָה!	zuːz atsida
זוז רגע	zoː zˈɾˈaɛkˌɜ
זוזו	zuzˈu
זוחל	soxˈel
זוחלות	sˈaχlˈot
זוחלים	so˩˥ːxal˩˥iːm
זוחלת	zoχɛlt̪
זוחת	zˈaχˈat
זוטות	zutˈot
זוטר	zutɔː
זוטרא	zutra
זוטרים	zotˈaˈrɪmˈ
זויה	zoːja
זוכה	zˈxæ
זוכי פרסים	sˈuxˈɑj pʁusˈim
זוכיתי	zuketi
זוכר	zaxaj
זוכרות	zˈɑxueˈʁɑt
זוכרטוב	ʒˈubɹɪʃ
זוכרים	zˈɒhˈlˈɒˈɑlˈ
זוכרת	zˈɑxʁiʁik
זוכרתבואי	dʒˈɛbɹiʃ
זול	zˌɔl
זול יותר	zˈɒli utˈɒɾɒ
זולג	ðəlˈɛg
זולגות	zalgotʃ
זולגים	zɔlgimɛ
זולגת	zoleggeːt
זולה	zolə
זולות	zɔlɔt
זולל	zolˈɛl
זוללות	sllɔ̃tˈ
זוללים	zolɛlɛme
זוללנות	zoːləjlanuːt
זוללת	zˈʌlɛlɛt
זולף	zolˈɛf
זולפות	zalfˈot
זולפים	zalfjme
זולפת	zoːləfˈit
זולת	zulˈt
זולתו	zulɛtɔ
זולתי	zlɑtˈi
זולתנות	zuːlatˈanut
זומא	zomɛn
זומבי	zɔmbi
זומביות	zombjot
זומבים	zɔmbim
זומבית	zɔmbit
זומם	somɛmɛ
זוממות	zamɛmɔt
זוממים	zɔmɛjmimɛ
זוממת	sɔmmɛmɛt
זומר	zumˈeɾˈ
זומראדם	ʒɛbɾʃ
זומרות	zˈmɹut
זומרים	zumrim
זומרת	sˈomɜːt
זונדה	zˈɔndɜ
זונה	zˈona
זונות	zæˈnɑːt
זונח	sɔnˈɛ
זונחות	zɔnxɑt
זונחים	zænxˈinme
זונחת	zˈɑnˈʃat
זונים	zˈɔniːm
זונת	zɔnˈaːt
זועה	zvˈa
זועם	zom
זועמות	zˈɔ̃mˈɔt
זועמים	zɔmim
זועמת	zoemet
זועף	swˈɪf
זועפות	afˈut
זועפים	zˈɔːffiːm
זועפת	zoɛfˈt
זועק	zlʲek
זועק לשמיים	zuekl ʃamajm
זועקות	ðɛɾwakɾut
זועקים	ɛwɑkɛmɛ
זועקת	zoːɛkjɛt
זוקיני	zukini
זוקף	zukˈif
זוקפות	zˈʌkfˈɔt
זוקפים	zokfimɨ
זוקפת	zokˈifˈit
זורה	zoˈrˈhˈ
זורות	ðəʁˈut
זורח	zoɾæh
זורחות	zrˈoˈxotˈ
זורחים	sɔnkˈinː
זורחת	zæɢɑhˈhɑt
זורים	zˈʌgˈimn
זורם	mɪŋˈnɪfɑːʁɑŋˈʂɑŋˈɑmiːnˈfɑːʐanˈfɑːʐˈiː
זורמות	sˈomˈotˈ
זורמת	soʁimit
זורע	soʁea
זורע מלח על הפצעים	zoʁˈe haˈmɑʎˈaχ ʔɒlˈaː pʁatsˈaʔam
זורעות	zavod
זורעים	sˌoːˈim
זורעת	zˈʌgˈaːt
זורק	zˈˈʁˈɛk
זורקות	zɔlkɔt
זורקים	zoːkɛːm
זורקת	zˈʁutʃtʃ
זורר	zˈʁˈɛɹ
זושה	zˈoʃa
זז	zæz
זז הצידה	zlazatsɪ jɪda
זזא	zˈazˈa
זזה	zˈɛzə
זזו	zˈɑzu
זזות	zazot
זזים	zazim
זזנו	saznˈu
זזתי	zasti
זחוח דעת	zɣuːχ daːt
זחיחות	sˈaxexˈut
זחיחות דעת	sˈaχiχˈut dˈaʔˈt
זחל	zəxɑnɑ
זחלה	zˈxlˈa
זחלו	saxlˈo
זחלם	zˈaxlaːm
זחלנו	zæxˈʌrnæˈn
זחלנות	sˈaχlˈanut
זחלת	zəxaltah
זחלתי	zaxaːltiː
זחלתם	zaxæltæm
זחלתן	zˈaxaltən
זי"ן	zˈaɪn
זיבה	ziva
זיבורית	zibʁˈit
זיגוג	zˈegogo
זיגוטה	zigotˈa
זיגזג	zigzag
זיגזגה	zˈigzʁˈa
זיגזגו	ikzgo
זיגזגים	zˈɛgzəgin
זיגזגנו	zikzagnu
זיגזגת	zikzakta
זיגזגתי	zˈɛkzˈaɪtˈeɪʃɛ
זיגזגתם	zikzagtɛm
זיגזגתן	zˈɪkzˈaɪktɪn
זיגמונד	zˈigmɔnˈd
זיהה	zˈiha
זיהו	zˈihu
זיהוי	ʒˈɛɹjˈuɹʁˈɛn
זיהויבגלל	dʒɨbɹɨʃ
זיהום אוויר	tɪ ðə ɣəɣiːl
זיהום סביבתי	zɛxum sɛ vivɛti
זיהומית	esdˈə-ɹumˈa
זיהינו	zˈɛhˈinˈɛ
זיהיתם	zeːɦiːtjɪm
זיהיתן	zˈiːtən
זיו	zˈiv
זיו השכינה	zˈiv hˈaʃxinˈa
זיו פנים	zjif panim
זיוה	ziːvɛ
זיווג	zivˈu
זיווגה	zifga
זיווגנו	zivagno
זיווגת	zifagta
זיווגתי	zˈivagty
זיווגתם	zivagtim
זיווגתן	zˈəvˈɛ̃ktoʊn
זיון	zˈaɪˈa
זיונים	zjɔnim
זיזא	zizˈa
זיזה	zizˈa
זיזים	zizim
זיין	zˈiːɛn
זיין שכל	zˈajˈan sˈeχˈel
זיינה	zina
זיינו	zjnu
זיינת	zjantə
זיינתי	zjantˈi
זיינתם	ziantɛm
זיינתן	zjantɪn
זייף	zjˈɛf
זייפה	zifaa
זייפו	zˈifu
זייפן	zˈaɪfən
זייפנו	zˈiːafnu
זייפנות	zˈaɪfənit
זייפניות	zˈaiːfandjɔt
זייפנים	zˈɛɪffɛrˈnim
זייפנית	zʌifanˈifˈt
זייפת	falsoste
זייפתי	ziafti
זייפתם	siːdˈiːs
זייפתן	zˈiːafˌtˌɪn
זיכה	zˈikːˈ
זיכו	zˈɛkˈo
זיכוי	zˈɛkˈʌi
זיכוי מס	i sə
זיכוך	zˈɛkˈuʁˈ
זיכיון	zˌikˈajon
זיכיונות	zˈɛxjˈʊɹnˈɔt
זיכינו	zɛkɛnˈo
זיכית	zikita
זיכיתי	zjkjti
זיכיתם	zkjteˈm
זיכיתן	sekitɛn
זיכך	zˈɛkɛʁ
זיככה	zˈɛkʁa
זיככו	eskʁˈo
זיככנו	zˈɛkˈaxnaʊ
זיככת	zˈɛstkˈartˈa
זיככתי	zikarti
זיככתם	seˈʃˈahtem
זיככתן	zˈɛkaxtən
זיכרון	zˈiːkɾoːn
זיכרון גישה אקראית	jˈɛm zɪkəɾɔn gɪʃə aːgɾɛ
זיכרונו	zˈiχɾˈono
זיכרונו לברכה	zˈi χunˈɑl ivʁˈaxˈa
זיכרונות	zixonot
זיכרונך	ziχaʔanχa
זיל גמור	zˈɛlgmˈˈɔ̃ʁˈ
זילוף	dˈiː
זילות	zjˈalut
זילזל	zjlzɛl
זילזלה	zɛlɑa
זילזלו	zˈɛldˈiʁlˈu
זילזלנו	elsalno
זילזלת	zˈɛlzˈalˈtˈa
זילזלתי	zilzˈaːlti
זילזלתם	selaltim
זילזלתן	selzaltɛn
זילפה	zilpa
זים	zimˈ
זימבר	zˈɪnbɛʁ
זימברה	zɪmˈbɪra
זימברת	zʲimbˈartˈa
זימברתי	zimparti
זימה	zimɑ
זימום	zimum
זימון	zˈɪmˈɑ̃nˈ
זימונים	zˈimˈ�oːnimɛ
זימזם	izimizɒmmi
זימזמה	zimzɪmɛ
זימזמו	zimzimu
זימזמנו	zimzamnu
זימזמת	zjɛnˈsamta
זימזמתי	semke
זימזמתם	imzamtem
זימזמתן	sinsamtɛn
זימים	zimim
זימן	zimˈɛnlˈ
זימנה	zimna
זימנו	zimnˈu
זימנת	semantʃ
זימנתי	izmante
זימנתם	zvantem
זימנתן	semantˈɛn
זימר	zjmere
זימרה	zˈɛ̃ɹa
זימרו	zˈɛmɹˈɑ
זימרנו	zjmˈaʁnˈw
זימרת	simaːɾtˈa
זימרת עליי	ðə mɔːt ælˈlai
זימרתי	zjmaɾtj
זימרתם	zˈiːmˈɑːɾtɪm
זימרתן	sɪmˈartˈɪn
זין	zˈaɪn
זין בעין	zˈaɪn bˈɪst eːm
זינא	zjina
זינב	zenev
זינבה	zˈinvˈa
זינבו	zˈɛnvˈˈu
זינבנו	zinavnu
זינבת	zɛnafˈtɑ
זינבתי	siːnˈafeti
זינבתם	sjɛ̃ovtɛm
זינבתן	iːnɛftɪn
זינוק	linuk
זינק	zinek
זינקה	zɪnka
זינקו	zɛnˈkoː
זינקנו	si˥˩naktu˥˩
זינקת	ziːnaktɛ
זינקתי	zjnakti
זינקתם	sʏ̃akto
זינקתן	senaktiːn
זיע	zˈia
זיעה קרה	zjɛːkaɾa
זיעזעה	zˈeːɾzˈɛɾ
זיעזעת	ðɛstzatɑ
זיעזעתי	zɛjɑzɑti
זיף	zˈif
זיפה	zˈɛˈfˈa
זיפות	sepˈut
זיפזיף	zifzif
זיפי	zffi
זיפת	zˈɪft
זיפתה	ziptˈa
זיפתו	ziptu
זיפתי	zipati
זיפתם	ʒˈɛpˈatˈim
זיפתן	zipa
זיפתנו	sipapno
זיק	zˈik
זיקה	zika
זיקוק	zˈɛkˈuʁ
זיקוקי די-נור	zˈɛk wkˈaj dˈinˈɒnˈ
זיקוקים	zˈikukim
זיקוקין	ʒˈikˈʊkiŋ
זיקוקין דנור	sɛ kɔkɛŋdɛnmu
זיקט	aket
זיקיות	zˈɪkjˌut
זיקים	zikim
זיקית	zikˈit
זיקנה	zˈikna
זיקק	zikek
זיקקה	zˈikɛkˈa
זיקקו	zˈikɛkˈu
זיקקנו	sekaknˈu
זיקקת	ikaktə
זיקקתי	zikakti
זיקקתם	zjkkaktɛmm
זיקקתן	zˈɛkˈaktɛn
זיקת גומלין	zikatʒuɛmlinn
זירא	zʁˈa
זירה	zˈigɑ
זירוז	zˈɛʁuz
זירוקס	zˈɛʁˈokˈz
זירות	zˈiʁˈɔt
זירז	zˈɛz
זירזה	zɪ̞ʁzæ
זירזו	zˈɛzˈo
זירזנו	zˈɛlˈasnˈom
זירזת	zɣasta
זירזתי	zɾɑsti
זירזתם	ðɛrastɛm
זירזתן	zˈɛrˈastɛn
זירת רצח	zˈiːrɑːt ɾɛtsˈax
זית	zˈaɪt
זיתים	ʒɛjtʃim
זיתן	sejtan
זך	zˈax
זכאות	zakaot
זכאי	akaj
זכאית	zakaʲit
זכה	zˈaxe
זכו	sˌaʊ
זכוּכִיוֹת	saxoqiːɾt
זכויות	sxuʝɒt
זכויות אדם	zχuʲɑt adːæm
זכויות אזרח	z xuːjɑːt tə zɾaː
זכויות האדם	zχuːjɑːt ɑːdəm
זכויות יוצרים	zxuʲot jɔtsrɛmɑn
זכויות יתר	zχoˈjɔt je tˈe
זכוכית	zˈuxoχˈit
זכוכית מגדלת	zˈɛxʃit mˈgidɛlt
זכוכית ממוחזרת	saxoχijt mɑ moχzɑɣɛt
זכוכית שבורה	sxu xɛtʃ puɣa
זכור	zˈaxu
זכור את המסורות שלך	sˈexoʁ ʔˈt hamasˈoʁut ʃˈel ha
זכור לטוב	zaxo rlato
זכורה	sˈaˈɑ̃
זכורים	ʒˈɛɾlˈim
זכורני	zˈxʊrɑːni
זכורתני	zxuɣaatni
זכות	zʁˈut
זכות אבות	zʁut avˈot
זכות הציבור לדעת	usˈtʃut hˈat sivˈuʁ lˈadat
זכות השתיקה	z xˈut aʃtikˈa
זכותו יגן עלינו	ʃ tɔ je gɛn ɑlɛm
זכותך	zʁˈitˈχˈ
זכותנו	zxxtənˈ
זכייניות	saxjaniːt
זכיינים	zˈaxjaˈnʲim
זכיינית	zˈaxjanˈit
זכיית	zɑxˈiat
זכירה	zˈaχiɾˈa
זכית	sˈaχitˈa
זכיתי	zˈɑxiti
זכיתם	zˈaxitʃyngˌy
זכיתן	zˈaxitˈin
זכר	zˈˈaħaɾ
זכר צדיק לברכה	zʲɛχɛʁ tʃadʲik livʁˈaχa
זכר קדוש לברכה	zˈexeʁ kadoʃ lˈi vraˈxʰa
זכר קדוש צדיק לברכה	zexʁe̞ʔ kadoʃ tsaʔʒik lʲivʁˈa
זכרו	zeʁˈo
זכרו לברכה	zˈexeʁˈoʁ livʁˈaχa
זכרון דברים	zʲaxʁon dvaʁim
זכרון חזותי	zjkʰon χʊzutʃtʃi
זכרון יעקב	saxˈron jˈaʔɒˈɑv
זכרונה לברכה	zeχaʁonaʁ liβʁaxa
זכרונו יגן עלינו	z jixɑɔnɔ jɑ gɛn alino
זכרונו לברכה	zˈɛ xʁonˈol ivʁˈaxə
זכרונותיו	sixˈɾˈoneltˈa
זכרוני	zˈɛxɣeˈhˈuːni
זכרונם לברכה	zˈɛ χʁonˈam lˈjβʁɑxˈa
זכרות	zˈaxut
זכרי	zˈiχʁi
זכריה	zˈˈɑjja
זכריני	niːxliːn
זכרם	zˈɛxˈram
זכרנו	zɑxɑɣnu
זכרתי	zaxaːgti
זכרתם	zˈaxˈartʃim
זכרתן	saxartən
זלג	zalˈag
זלגה	algə
זלגו	zalgu
זלגנו	zalagnu
זלגת	zalagta
זלגתי	zalagati
זלגתם	zˈalaːktˈɪm
זלגתן	zˈælˈɑktɪˌn
זלדה	zˈɛlda
זלזול	zjnðʒul
זלזל	ilzɛl
זלזלה	zɛlɑaː
זלזלו	ðiːlzˈɛlo
זלזלן	zˈazelˈan
זלזלנו	zilzalno
זלזלנית	zəlzəlˈanit
זלזלת	selsalta
זלזלתי	zilzalti
זלזלתם	il
זלזלתן	elsaltɛn
זליגה	zˈlˈiga
זליגת סודות	s ljˈgat sɔdɔt
זלילה	zlila
זליפה	zlifˈa
זלל	zælˈæl
זללה	alela
זללו	alɛlu
זללן	zalĕan
זללנו	zalallnɔ
זללנות	zalˈelˈanˈut
זללניות	zalilaniot
זללנים	zalɛlamim
זללנית	zalɛlˈlaɪt
זללת	selalta
זללתי	zəˈlɑlti
זללתם	zalaːltjˈm
זללתן	zalaltin
זלף	zˈaˈlaˈf
זלפה	zjlpa
זלפו	zalfˈo
זלפנו	zælɑfnæ
זלפת	zæˈnftæ
זלפתי	zˈæˈlofti
זלפתם	zˈalaftˈɪm
זלפתן	zˈɛstɪd
זמבורה	zambura
זמבר	zˈˈɛmbɜ
זמברה	zˌimˈbeɾˈa
זמברת	zɛmbˈartˈa
זמברתי	zimpart
זמום	zmum
זמורה	zmoga
זמורות	smʁot
זמזום	sizom
זמזם	zimzɛm
זמזמה	zimzima
זמזמו	imzimu
זמזמנו	zjɛnsamnu
זמזמני	zamzɛmanˈi
זמזמת	zimzamtata
זמזמתי	zimzamti
זמזמתם	sinzamtɛm
זמזמתן	simzɑmtyn
זמין	zamɪn
זמינות	zminˈut
זמינים	zminim
זמיר	zˈɐmiɾ
זמירה	zmira
זמירות	sˈeˈɑːsɑːt
זמירות לשבת	zmi ʁɔʔe lʃabat
זמירות של שבת	semiɁˈot ʃˈel ʃamot
זמירים	zmiʁim
זמם	zamam
זממה	amema
זממו	zɐmɛmɔ
זממנו	zamamnu
זממת	amamta
זממתי	zamti
זממתם	zˈamˈamtim
זממתן	zamatɪn
זמן	zˈmɒn
זמן אוויר	zman avˈir
זמן אמת	zman ɛːmɛt
זמן אספקה	zˈmˈan ˈɑzpˈɑkə
זמן חופשי	zman ɦoːfʃeː
זמן עָבָר	zman avau
זמן עבר	zˈmˈan avˈaʁ
זמן קצר	smənkətsə
זמן רב	zmˈan raˈvɛ
זמן רב לפני	zman ɣəv lfˈne
זמן-מה	zmanma
זמןלבוא	ʒˈəbˈiʁ
זמנה	zɛ̃ˈmɛnˈɑ̃
זמנה מראש	mʲans mæn ɾuːʃ
זמנהוף	samɛnhoːf
זמנו	zmanɔ
זמני	zmʌmɪ
זמנים	zmanim
זמנךתודה	dʒɨbɔɛs
זמנכם	zˈmˈɑnxˈmm
זמנכן	zˈmˈɑnxˈnn
זמנםבהשמעת	ʒˈəbʁˈyʃ
זמנת	zimanta
זמנתי	semanti
זמנתם	simantɛm
זמנתן	simantˈɛn
זמר	zˈɛ̃aʁ
זמר-כותב שירים	zɛ marɔ kɔtɛv ʃaːljɛm
זמרא	sˈimra
זמרה	zimʁˈa
זמרו	zimʁo
זמרי	zimʁˈe
זמריה	zˈɛ̃ɾˈia
זמרייה	zˈɪmriːa
זמרים	zˈamaɣˈim
זמרן	zʲimʁan
זמרנו	esmˈaʁnˈo
זמרת	samaeʁit
זמרתי	simˈaʁti
זמרתם	zəmɑːrtø
זמרתן	sˈiːmˈaɾtɪn
זמש	zamʂ
זן	zan
זנב	za˥˩ːnɑːvi
זנב סוס	znafsus
זנבה	invˈɛ̃
זנבו	znɔvɔ
זנבות	znɑvot
זנבן	zənvan
זנבנב	znʌvˈnɒv
זנבנו	zinavnu
זנבת	zenavta
זנבתי	zɛːnɑːvti
זנבתן	zˈɛnəftən
זנגביל	zˈaɪngəvˈɪl
זנה	zana
זנו	zˈɛnˈɔf
זנוח	zanɔx
זנונים	znoɛm
זנות	znˈot
זנותיות	zuntjɔt
זנזיבר	zˈɛnzibˈau
זנח	zənaħ
זנחה	zəˈmˈxa
זנחו	sanxʊk
זנחנו	saːnaxnɔ
זנחת	zanˈaxta
זנחתי	zəˈnɑxte
זנחתם	sanˈaxtɪm
זנחתן	saˈnˈahtˈɛn
זנים נכחדים	zajnʕ mnajvχad æd̪im
זנינו	zanino
זנית	zˈænətə
זניתי	zanitʃe
זניתם	zajnjɛtɛmnɛ
זניתן	zˈaɲitɛn
זנקה	tinka
זנקו	linɛnkɔ
זנקנו	ziːnaknˈu
זנקת	sjnartɛ
זנקתי	zinakti
זנקתם	ðɛnaktɛm
זנקתן	senaktiːn
זנת	zˈanta
זנתה	zˈɛntˈa
זנתי	zantj
זנתם	zantɛm
זנתן	zˈantɪn
זע	zˈa
זעה	sˈea
זעו	zau
זעום	saːˈæm
זעון	zˈaːvɑ̃
זעות	zˈaʊt
זעזוע	zˈaːzˈuː
זעזוע מוח	akompanovasu amoɾ
זעזע	zˈɑːʔaseˈa
זעזעה	zɛ̀ːzɛː
זעזעו	zɨja
זעזענו	zjazaːnɔ
זעזעת	esjæzata
זעזעתי	zɛɑzɑːti
זעזעתם	seazadʒɛm
זעזעתן	seɾzˈɑːrθɛn
זעטוט	zˈaːrtut
זעטוטים	zatutim
זעים	zajimɨ
זעיפות	zˈæifˈut
זעיר אנפין	ðeːr ənd pˈɪn
זעיר בורגני	zɛrbʊɾgɛni
זעיר פה זעיר שם	zɛːr pɾozɛr ʃam
זעירא	zˈɛʁiʁa
זעירה	ze̞ʁjɑ
זעמה	zɑːmɑ
זעמו	zaːmo
זעמן	ɑmɑn
זעמן שחור	zæmæn tʃxuː
זעמנו	zɑːmnu
זעמת	zaʕma
זעמתי	zæmˈte
זעמתם	zaːmtɨm
זעמתן	zˈæmtɪˈn
זענו	zano
זעף	zˈaf
זעפה	zˈafɑ
זעפו	zˈafˈu
זעפן	zaːfan
זעפנו	zˈafnˈo
זעפנות	tsɛaafanut
זעפניות	saːfanjɔ
זעפנים	zaːfɑnɪmm
זעפנית	zˈaːfɑnɪt
זעפרן	tˈe
זעפת	zˈaftɜ
זעפתי	dafti
זעפתם	zɑːfˈtɪm
זעק	zak
זעקה	zaka
זעקו	zˈɑːkʊ
זעקנו	zaːknuh
זעקנות	zˈaakanˈoːt
זעקת	zˈɑːkta
זעקת שבר	zaka
זעקתי	zak
זעקתם	zˈaktɪm
זעקתן	zˈagten
זערורה	z̺aːruʁa
זערורות	zʁoːt
זערורי	zɑːrɔːɢiː
זערוריות	zæɾuːɣiːt
זערוריים	zˈaruɾˈim
זערורית	zauɾit
זערער	zˈɛɾaɾ
זעת	zˈɑtɑ
זעתי	zati
זעתם	zatɪm
זעתן	zˈɑːtɪn
זעתר	zatɛr
זפזופ	zˈɛpzʌp
זפטה	zapta
זפטות	zapɛtut
זפיר	ðəfiɾ
זפק	zɛfɛk
זפקים	zfˈakˈiːmˈ
זפת	zˈɛfət
זפתה	zɛptˈa
זפתו	zɛpˈtu
זפתי	zipa
זפתם	ʒˈɛpˈˈtˈim
זפתן	θipatɛn
זפתנו	sipapno
זק	zˈaf
זק"א	zaka
זקֵנים	zkiːnˈiːm
זקָן	sakˈan
זקונים	zguːjmɪ
זקופה	zkufa
זקופות	zkufɔt
זקופים	zkufim
זקוקה	sekuka
זקוקות	zˈkˈˈukˌut
זקוקים	zkukˈim
זקור	zˈakˈuʁɛ
זקורה	skura
זקורות	zgɾot
זקורים	zgɔriːm
זקיף	zakif
זקיפות	zkifut
זקיפים	ʃˈɛlfim
זקית	zikˈit
זקן	zˈakˈan
זקן אשמאי	zakajnaʃmaj
זקן הדור	zɯkan hadoː
זקן תיש	zˈkˈantˈæʃ
זקנה	zˈikˈna
זקנות	ðəskænˈɑt
זקנקן	ʒɑkɑnkɑn
זקנקנים	zkaŋkaŋimɨ
זקף	sakaf
זקפה	akvˈa
זקפו	akvˈ
זקפנו	zakafɲu
זקפתי	zakafti
זקפתם	zakafim
זקפתן	zˈakafdin
זקק	zˈɛkəl
זקקה	zˈikɛkˈa
זקקו	zˈikːɔː
זקקנו	sekˈaknə
זקקת	zikakta
זקקתי	zikakti
זקקתם	iˈkkaktɛm
זקקתן	zɪkaktɪn
זקר	zˈaˈkɑːɾ
זר	zˈeɪl
זר הפרחים	zeɾ haˈpɾaχim
זר פרחים	jˈzəʁ tˈɑχim
זרא	zˈrˈa
זרבוב	sˈaʁbˈov
זרבוביות	zrbɔvjɔt
זרבובית	zæɢbubɪt
זרג	zɛʁˈɛg
זרגג	sˈɛʁgɛg
זרגים	zrgim
זרד	zˈɛʁid
זרדים	zrdiːm
זרה	zəɣa
זרו	saʁˈo
זרובבל	zɛrubɛvɛl
זרוע	zraˈɛn
זרוע האוויר והחלל	zoa haʔavio v haʁadʒo
זרוע היבשה	pɔ˥˥ juː˩˧ʂu˥˩tɕʰj˥˩ʈʂʰan˨˩˦pɔ˥˥
זרועה	zʁuˈa
זרועות	zʁoːt
זרועים	zoim
זרוק	zˈaʁuːpˈʁˈ
זרוק את האקדח	zrɔk ɛtɑː ɛk dax
זרוקה	zɫɔka
זרזה	zɪ̞ŋzæ
זרזו	zɛʁzˈo
זרזיף	zɑːziːθ
זרזיר	zãnˈzim
זרזנו	zazmu
זרזף	zirse
זרזפה	sefˈa
זרזפו	siʁˈzˈfˈo
זרזפנו	sˈiʁafnˈo
זרזפת	seːrəsˈafˈtˈe
זרזפתי	zæɾˈzæfti
זרזפתם	sela
זרזפתן	ziwzaftɛn
זרזת	sˈerˈasta
זרזתי	zˈɛrˈastɪ
זרזתם	zˈɛrˈastɛ
זרזתן	zˈɛrˈastɛ
זרח	zˈarˈaħ
זרחו	zˈaɪnkʊ
זרחון	zjɔxˈiːn
זרחון חמצוני	seχun χimʃoni
זרחיה	seɣaχjɑ
זרחן	zˈɣan
זרחנו	zrˈaxnu
זרחני	zəˈrxnj
זרחת	zˈˈghˈta
זרחתי	zɣaxte
זרחתם	zˈaxtɪm
זרחתן	saˈraːqtɛn
זרי הדפנה	zɛʁˈɛ ad dˈɛfˈna
זריז	zˈɒsˈizˈ
זריזה	sˈɛˈ
זריזות	zɨɾˈizˈutʊ
